audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	I:5880-5880 teraz:5940-6180 mamy:6330-6450 drugi:6480-6900 dzień:6960-7080 takiej:7170-7410 ładnej:7440-7650 pogody:7830-8400 Ała:8430-8430 Nie:8760-8820 bij:8850-8970 mnie:9120-9330 kijem:9450-9870 To:10020-10080 boli:10170-10260
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Stasio:11895-12285 Bo:13485-13545 nie:13605-13665 dostaniesz:13725-14175 jogurciku:14505-14655
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Jogurcik:24117-24567 dostają:24657-25077 tylko:25137-25377 grzeczne:25437-25827 dzieci:25857-26187 Które:29577-29727 nie:29817-29877 biją:29997-30297 mamy:30387-30567 kijem:30687-31017
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:39487-39547 biją:39697-39877
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Uhm:42522-42522 A:42732-42732 co:42822-42912 powiesz:43032-43272 jak:43302-43392 wejdziesz:43452-43722 do:43782-43842 sklepu:43902-44262
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	A:70600-70600 później:70720-70990 będzie:71080-71320 padnie:71410-71650 pytanie:71740-72070 jakie:72220-72460 A:72520-72520 Stasiu:72550-72910 powie:72970-73240 zielony:73270-73480
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Pojawi:78100-78700 się:78940-79030 pytanie:79150-79780 jak:80020-80080 jaki:80140-80350 to:80440-80500 jest:80590-81010 zawsze:81040-81340 odpowiedź:81400-81730 zielony:81760-83620 Jaki:83680-83830 to:83950-84010 jest:84040-84160 kolor:84250-84490 Zielony:84610-85060 żółty:85150-85750 Nieee:85900-85900 To:86680-86710 nie:86740-87130 jest:87280-87400 żółty:87700-88480 Zielony:89560-90520
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Kijaszku:99965-99965
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:102490-102550
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	A:105640-105640 jaki:105730-106060
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Żółty:109440-109920 to:110010-110070 jest:110100-110640
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Mhm:117525-117525
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Złamało:123235-123805 drzewo:123865-124225 kijek:124375-124675 tak:124705-124945
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	I:131112-131112 bach:131172-131352
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Tak:143402-143522 to:143702-143732 była:143792-143912 bardzo:144032-144272 skąplikowana:144542-144542 wypowiedź:145262-145742 No:147062-147092 chodź:147152-147422 z:147572-147572 górki:147662-147962 mamy:148052-148262 Stasiek:150392-150782 Tempo:151082-151292 trzymaj:151382-151772
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Tak:153757-153877 tempo:154237-154687 Raz:156577-156757 dwa:156997-157117 trzy:157447-157507 cztery:157657-158107 maszerują:158197-158827 oficery:158977-158977 Raz:159097-159247 dwa:159277-159697 trzy:160807-160867 cztery:162307-163387 maszerują:163867-164617 oficery:165217-165217 Raz:167227-167287 dwa:167917-167977 trzy:168097-168127 cztery:168157-168487 maszerują:168517-168907 oficery:169087-169087 Widzisz:169147-169357 Raz:169927-170017 Dwa:170077-170317 Trzy:170407-171427
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Czy:173876-173906 ten:173936-173996 dzwon:174056-174446 działa:174686-174956
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Zepsuty:181156-181606 jest:181726-181876 dzwon:181936-182146 nie:182206-182266 działa:182416-182656 nie:182776-182806 dzwoni:182896-183136 O:183916-183916 Co:184426-184486 to:184546-184606 jedzie:184726-184936 Trzymaj:185446-185776 się:185806-185926 za:185986-186016 rączkę:186106-186436
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Ehe:195128-195128 Renault:195308-195668 to:197558-197618 był:197648-197768
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Bardzo:200238-201648 ładnie:201708-201858 Hehe:201978-201978 he:202068-202068 skąd:202098-203088 on:203148-203238 wiedział:203358-203658
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Czyli:221008-221128 na:221188-221218 zasadzie:221308-221608 eliminacji:221668-222328 nie:222418-222448 ten:222568-222658 nie:222688-222808 ten:222928-222988 nie:223048-223138 ten:223288-223348 to:223438-223528 ten:223558-225358 hehehe:225568-225568
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	BMW:242293-242863 było:242953-243163
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	BMW:247053-247233
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Tędy:249233-249353
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Mercedes:255844-256474 był:256504-256564
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Hn:259784-259784
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Uhm:263369-263369 A:263399-263399 Hyundai:263489-263909 był:263999-264059
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	A:286600-286600 w:286660-286660 jakim:286720-286960 kolorze:287080-287500
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Co:292310-292370 Jaki:294170-294380 kolor:294500-294740
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Co:299145-299205
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Ty:303910-303970 mi:304030-304090 powiedź:304210-304480
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:310005-310035 to:310185-310245 jest:310275-310485 kamień:310635-311265
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	No:314830-314860 kawałek:314980-315430 kamieni:315610-316060 a:316150-316150 tak:316240-316390
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	No:320295-320325 bardzo:320355-320685 ładnie:320775-321015 a:321075-321075 teraz:321135-321345 wrzuć:321405-321555 to:321645-321675 tam:321765-321885 do:321945-322005 w:322035-322035 bok:323505-323745
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Połóź:325892-325892 na:325982-326012 ziemi:326042-326282
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Połóż:327767-328097 na:328187-328247 ziemi:328337-328517 powiedziałam:328637-329177 Nie:329567-329657 Stasiu:329717-329987
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Tak:331612-331762
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Staś:334427-335357
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:338738-338768 nie:338858-338888 jest:338948-339098 duży:339128-339278 Rączka:339338-339698 idziemy:339758-340088 Idziemy:340418-340718
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Po:341926-341986 co:342106-342136 idziemy:342196-342526 Po:342976-343456
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Po:346176-346326 jogurcik:346356-346866 tam:347016-347436 No:347466-347496 właśnie:347526-347976 no:348126-348486
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Uwaga:353366-353696 patrz:354446-354596 pod:354866-354956 nogi:354986-355106
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Już:368700-368850 jest:368910-369060 bardzo:369120-369330 cieplutko:369360-369750
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:380680-380770 wywali:380830-381220
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:391280-391340 cyka:391520-391520 teraz:391610-391880 a:392000-392000 co:392150-392210 ty:392300-392330 jest:392450-392570 zegar:392690-392960
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:408600-408630 dzwoni:408720-409110 dzwon:409170-409290 no:409530-409560
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Ty:418220-418250 mi:418280-418340 powiedz:418370-418550
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Ciężarówa:422065-422065 A:422095-422095 to:422125-422155
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	No:426455-426635 co:426665-426695 to:426845-426875 jest:426905-427145
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Nie:431005-431095 To:431305-431365 był:431455-431545 Fiat:431725-431995
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Mhm:435150-435150
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Czy:436780-436810 ty:436900-436960 słyszałeś:437050-437560 Dzwon:438040-438280 dzwoni:438370-438550
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	No:461250-461280
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Tak:467815-467965 tak:468175-468265 A:468415-468415 czy:468475-468565 ty:468655-468685 musisz:468715-468895 mnie:469015-469105 tym:469195-469285 kijkiem:469375-469735 bić:469765-469945
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Tak:483122-483242 Tak:483302-483872 szybko:484262-484382 dzwoni:484472-484622
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Chodź:489162-489372 A:489702-489702 teraz:489732-489882 wieje:490062-490332 Czujesz:491172-491382 Stasiu:491472-491802
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	Mhm:494853-494853
audio/AU1_P1_w_drodze_do_sklepu.wav	b057ce62-f05a-4e52-b776-0bb8a0cd924d	O:498953-498953 Jedzie:499223-499433 chyba:499523-499703 ciężarówka:499763-500453 O:500543-500543 jedzie:500633-500843 chyba:500993-501653 ciężarówka:501683-503663
